term,final_topic,source_batch
Angle of incidence,"Room, Building & Environmental Acoustics",Batch 5
Angle of reflection,"Room, Building & Environmental Acoustics",Batch 5
Boundary impedance,"Room, Building & Environmental Acoustics",Batch 5
Sound-speed gradients,"Room, Building & Environmental Acoustics",Batch 5
Temperature-gradient refraction,"Room, Building & Environmental Acoustics",Batch 5
Wind-gradient refraction,"Room, Building & Environmental Acoustics",Batch 5
Atmospheric sound bending,"Room, Building & Environmental Acoustics",Batch 5
Aperture diffraction,"Room, Building & Environmental Acoustics",Batch 5
Scattering,"Room, Building & Environmental Acoustics",Batch 5
Surface roughness relative to wavelength,"Room, Building & Environmental Acoustics",Batch 5
Scattering coefficient,"Room, Building & Environmental Acoustics",Batch 5
Diffusion coefficient,"Room, Building & Environmental Acoustics",Batch 5
Slapback reflection,"Room, Building & Environmental Acoustics",Batch 5
Early reflections,"Room, Building & Environmental Acoustics",Batch 5
Reflection density,"Room, Building & Environmental Acoustics",Batch 5
Reflection order,"Room, Building & Environmental Acoustics",Batch 5
Wave-based acoustics,"Room, Building & Environmental Acoustics",Batch 5
Transition between modal and geometric behavior,"Room, Building & Environmental Acoustics",Batch 5
T20 and T30 extrapolation,"Room, Building & Environmental Acoustics",Batch 5
Sabine equation,"Room, Building & Environmental Acoustics",Batch 5
Eyring equation,"Room, Building & Environmental Acoustics",Batch 5
Room constant,"Room, Building & Environmental Acoustics",Batch 5
Reflection density growth,"Room, Building & Environmental Acoustics",Batch 5
Diffuse-field assumptions,"Room, Building & Environmental Acoustics",Batch 5
Room modes,"Room, Building & Environmental Acoustics",Batch 5
Axial modes,"Room, Building & Environmental Acoustics",Batch 5
Tangential modes,"Room, Building & Environmental Acoustics",Batch 5
Oblique modes,"Room, Building & Environmental Acoustics",Batch 5
Modal frequency calculation,"Room, Building & Environmental Acoustics",Batch 5
Modal degeneracy,"Room, Building & Environmental Acoustics",Batch 5
Mode clustering,"Room, Building & Environmental Acoustics",Batch 5
Mode spacing,"Room, Building & Environmental Acoustics",Batch 5
Modal ringing,"Room, Building & Environmental Acoustics",Batch 5
Standing waves,"Room, Building & Environmental Acoustics",Batch 5
Pressure nodes,"Room, Building & Environmental Acoustics",Batch 5
Pressure antinodes,"Room, Building & Environmental Acoustics",Batch 5
Particle-velocity nodes,"Room, Building & Environmental Acoustics",Batch 5
Particle-velocity antinodes,"Room, Building & Environmental Acoustics",Batch 5
Listener-boundary interference response,"Room, Building & Environmental Acoustics",Batch 5
Floor-bounce cancellation,"Room, Building & Environmental Acoustics",Batch 5
Ceiling-bounce cancellation,"Room, Building & Environmental Acoustics",Batch 5
Desk reflection,"Room, Building & Environmental Acoustics",Batch 5
Front-wall cancellation,"Room, Building & Environmental Acoustics",Batch 5
Rear-wall interference,"Room, Building & Environmental Acoustics",Batch 5
Room gain,"Room, Building & Environmental Acoustics",Batch 5
Porous absorption,"Room, Building & Environmental Acoustics",Batch 5
Membrane absorption,"Room, Building & Environmental Acoustics",Batch 5
Diaphragmatic absorption,"Room, Building & Environmental Acoustics",Batch 5
Panel absorbers,"Room, Building & Environmental Acoustics",Batch 5
Slat and perforated absorbers,"Room, Building & Environmental Acoustics",Batch 5
Pressure-based absorbers,"Room, Building & Environmental Acoustics",Batch 5
Velocity-based absorbers,"Room, Building & Environmental Acoustics",Batch 5
Air-gap effects behind absorbers,"Room, Building & Environmental Acoustics",Batch 5
Absorber thickness versus frequency,"Room, Building & Environmental Acoustics",Batch 5
Quarter-wavelength absorber placement,"Room, Building & Environmental Acoustics",Batch 5
Diffuser design,"Room, Building & Environmental Acoustics",Batch 5
Quadratic-residue diffusion,"Room, Building & Environmental Acoustics",Batch 5
Primitive-root diffusion,"Room, Building & Environmental Acoustics",Batch 5
Skyline diffusion,"Room, Building & Environmental Acoustics",Batch 5
Temporal diffusion,"Room, Building & Environmental Acoustics",Batch 5
Spatial diffusion,"Room, Building & Environmental Acoustics",Batch 5
Room symmetry,"Room, Building & Environmental Acoustics",Batch 5
Live-end/dead-end design,"Room, Building & Environmental Acoustics",Batch 5
Initial time-delay gap,"Room, Building & Environmental Acoustics",Batch 5
Clarity metrics,"Room, Building & Environmental Acoustics",Batch 5
Definition metrics,"Room, Building & Environmental Acoustics",Batch 5
Articulation loss of consonants,"Room, Building & Environmental Acoustics",Batch 5
Intelligibility versus reverberation,"Room, Building & Environmental Acoustics",Batch 5
Intelligibility versus noise,"Room, Building & Environmental Acoustics",Batch 5
Intelligibility versus directivity,"Room, Building & Environmental Acoustics",Batch 5
Forced resonance,"Room, Building & Environmental Acoustics",Batch 5
Acoustic resonance,"Room, Building & Environmental Acoustics",Batch 5
Electrical resonance,"Room, Building & Environmental Acoustics",Batch 5
Resonant modes,"Room, Building & Environmental Acoustics",Batch 5
Resonance buildup,"Room, Building & Environmental Acoustics",Batch 5
Resonance decay,"Room, Building & Environmental Acoustics",Batch 5
Quality factor,"Room, Building & Environmental Acoustics",Batch 5
Bandwidth versus Q,"Room, Building & Environmental Acoustics",Batch 5
Resonant frequency versus center frequency,"Room, Building & Environmental Acoustics",Batch 5
Coupled resonances,"Room, Building & Environmental Acoustics",Batch 5
Open-pipe modes,"Room, Building & Environmental Acoustics",Batch 5
Closed-pipe modes,"Room, Building & Environmental Acoustics",Batch 5
Stored energy in resonant systems,"Room, Building & Environmental Acoustics",Batch 5
Transient response of resonant systems,"Room, Building & Environmental Acoustics",Batch 5
Filter cutoff frequency,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Poles and zeros,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Magnitude response,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Band-reject filter,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Parametric equalization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Semiparametric equalization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Graphic equalization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Constant-Q equalizers,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Proportional-Q equalizers,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Variable-Q equalizers,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Minimum-phase equalization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Linear-phase equalization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Mixed-phase equalization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Finite impulse response filters,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Infinite impulse response filters,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Filter ringing,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Post-ringing,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Passband ripple,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Stopband ripple,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Stopband attenuation,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Butterworth response,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Bessel response,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Linkwitz–Riley response,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Chebyshev response,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Elliptic response,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Acoustic versus electrical crossover slopes,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Driver offset and crossover phase,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Filter interaction,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Cascaded filters,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Equivalent combined slope,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Bilinear transformation,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Equalizer interaction between adjacent bands,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Graphic-EQ ripple between filters,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Boost and cut asymmetry,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Equalization versus resonance control,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Corrective versus creative equalization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Dynamic range compression,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Detector circuit,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Averaging detection,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Hard-knee versus soft-knee behavior,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Time constants,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Automatic release,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Sidechain filtering,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Frequency-conscious compression,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
De-essing,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Dynamic equalization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Compression-induced distortion,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Gain modulation,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Loudness maximization,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Inter-sample overload,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Clipping versus limiting,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Dynamic-range processing in logarithmic versus linear domains,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Sum-frequency distortion,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Slew-induced distortion,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Clipping distortion,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Quantization distortion,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Phase distortion,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Frequency-response distortion,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Nonlinear transfer functions,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Even-order harmonics,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Odd-order harmonics,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Saturation curves,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Soft saturation,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Hard saturation,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Tube nonlinearity,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Semiconductor nonlinearity,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Waveshaping,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Foldback distortion,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Aliasing from nonlinear processing,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Oversampling in nonlinear processors,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Memory effects in nonlinear systems,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Dynamic nonlinearities,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Static nonlinearities,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Distortion audibility,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Masking of distortion products,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Distortion versus coloration,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Random noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Brown noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Blue noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Violet noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Gray noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Gaussian noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Uniform noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Dither noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Clock noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Power-supply noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Ground noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Common-mode noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Differential-mode noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Noise spectrum,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Noise density,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Noise figure,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Noise correlation,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Correlated noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Uncorrelated noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Noise summation,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Noise gating artifacts,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Noise masking,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Denoising artifacts,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Musical noise,"Signal Processing Concepts (Filters, Dynamics, FX, Noise)",Batch 5
Analog-to-digital conversion,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Digital-to-analog conversion,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Sample clock,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Nyquist–Shannon sampling theorem,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Band-limited signals,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Foldover,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Anti-aliasing filtering,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Reconstruction filtering,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Zero-order hold,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Spectral images,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Sinc interpolation,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Band-limited interpolation,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
Why digital audio is not simply a staircase,"Digital Audio — Sampling, Quantization, DSP & Formats",Batch 5
