term,landing_topic,status,source_batch
Beam narrowing,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Driver spacing,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Crossover interference,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Acoustic-center offset,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Coaxial loudspeakers,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Point-source approximation,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Line-source approximation,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Acoustic impedance transformation,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Horn directivity,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Constant-directivity horns,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Waveguides,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Compression drivers,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Phase plugs,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Ported enclosures,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Sealed enclosures,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Passive radiators,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Transmission lines,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Band-pass enclosures,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Port air velocity,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Group delay in loudspeaker systems,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Cardioid subwoofer arrays,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
End-fire arrays,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Gradient arrays,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Broadside arrays,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Steering,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Electronic beamforming,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Line arrays,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Line-array curvature,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Cylindrical spreading assumptions,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Near-field and far-field transitions,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Splay angles,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Grating lobes,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Array coherence,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Acoustic crossover between array elements,Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Capacitance,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Inductance,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Electrical power,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Alternating current,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Direct current,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Peak voltage,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Balanced signaling,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Unbalanced signaling,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Differential signaling,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Grounding,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Ground loops,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Signal ground versus safety ground,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Isolation transformers,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Input impedance,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Source-load interaction,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Maximum power transfer,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Voltage-divider effects,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Cable inductance,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Cable resistance,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Transmission-line behavior,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Reflections in digital cables,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Amplifier gain,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Voltage sensitivity,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Amplifier clipping,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Output-current limiting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Thermal limiting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Class A amplification,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Class B amplification,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Class AB amplification,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Class D amplification,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Feedback stability,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Bridged amplifier operation,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Parallel amplifier operation,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Constant-voltage distributed systems,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
70-volt and 100-volt systems,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Transformer taps,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Loudspeaker load calculations,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Series and parallel loads,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Reactive loudspeaker loads,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Serial digital audio,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Parallel digital audio,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Bit clock,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Frame clock,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Embedded clocking,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Jitter accumulation,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Synchronization,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Sample-accurate synchronization,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Linear timecode,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
MIDI timecode,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Precision Time Protocol,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Network clock domains,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Packetized audio,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Deterministic latency,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Variable latency,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Jitter buffers,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Packet reordering,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Error correction,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Redundant networking,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Multicast,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Unicast,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Quality of service,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Channel count calculations,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Sample-rate effects on network load,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Bit-depth effects on network load,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Discovery and subscription,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Clock-master election,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Boundary clocks,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Transparent clocks,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Network topology,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Layer 2 versus Layer 3 transport,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Virtual local area networks,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Spanning tree,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Link aggregation,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Sample-rate mismatch across devices,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Asynchronous endpoints,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Buffering and end-to-end latency,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Networked-audio troubleshooting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Hearing threshold,Psychoacoustics,EXISTING,Batch 5
Audible frequency range,Psychoacoustics,EXISTING,Batch 5
Age-related high-frequency loss,Psychoacoustics,EXISTING,Batch 5
Outer-ear filtering,Psychoacoustics,EXISTING,Batch 5
Middle-ear transfer,Psychoacoustics,EXISTING,Batch 5
Cochlear mechanics,Psychoacoustics,EXISTING,Batch 5
Basilar-membrane frequency mapping,Psychoacoustics,EXISTING,Batch 5
Hair-cell transduction,Psychoacoustics,EXISTING,Batch 5
Auditory nerve firing,Psychoacoustics,EXISTING,Batch 5
Binaural summation,Psychoacoustics,EXISTING,Batch 5
Localization,Psychoacoustics,EXISTING,Batch 5
Head-related transfer functions,Psychoacoustics,EXISTING,Batch 5
Pinna cues,Psychoacoustics,EXISTING,Batch 5
Front-back confusion,Psychoacoustics,EXISTING,Batch 5
Elevation perception,Psychoacoustics,EXISTING,Batch 5
Harmonic grouping,Psychoacoustics,EXISTING,Batch 5
Temporal grouping,Psychoacoustics,EXISTING,Batch 5
Selective attention,Psychoacoustics,EXISTING,Batch 5
Auditory adaptation,Psychoacoustics,EXISTING,Batch 5
Auditory fatigue,Psychoacoustics,EXISTING,Batch 5
Diplacusis,Psychoacoustics,EXISTING,Batch 5
Occlusion effect,Psychoacoustics,EXISTING,Batch 5
Bone conduction,Psychoacoustics,EXISTING,Batch 5
Air conduction,Psychoacoustics,EXISTING,Batch 5
Binaural beats,Psychoacoustics,EXISTING,Batch 5
Combination tones,Psychoacoustics,EXISTING,Batch 5
Auditory illusions,Psychoacoustics,EXISTING,Batch 5
Phantom fundamental,Psychoacoustics,EXISTING,Batch 5
Shepard tones,Psychoacoustics,EXISTING,Batch 5
Tritone paradox,Psychoacoustics,EXISTING,Batch 5
McGurk-style audiovisual influence on speech,Psychoacoustics,EXISTING,Batch 5
Expectation bias,Psychoacoustics,EXISTING,Batch 5
Loudness bias,Psychoacoustics,EXISTING,Batch 5
Sighted versus blind listening,Psychoacoustics,EXISTING,Batch 5
Listener training and perceptual learning,Psychoacoustics,EXISTING,Batch 5
Intensity stereophony,Psychoacoustics,EXISTING,Batch 5
Time-difference stereophony,Psychoacoustics,EXISTING,Batch 5
Phase-difference stereophony,Psychoacoustics,EXISTING,Batch 5
Coincident stereo,Psychoacoustics,EXISTING,Batch 5
Near-coincident stereo,Psychoacoustics,EXISTING,Batch 5
Spaced-pair stereo,Psychoacoustics,EXISTING,Batch 5
Mid/side stereo,Psychoacoustics,EXISTING,Batch 5
Sum-and-difference matrices,Psychoacoustics,EXISTING,Batch 5
Interchannel correlation,Psychoacoustics,EXISTING,Batch 5
Negative correlation,Psychoacoustics,EXISTING,Batch 5
Phase-scope interpretation,Psychoacoustics,EXISTING,Batch 5
Image shift with listener movement,Psychoacoustics,EXISTING,Batch 5
Individualized HRTFs,Psychoacoustics,EXISTING,Batch 5
Head tracking,Psychoacoustics,EXISTING,Batch 5
Spherical harmonics,Psychoacoustics,EXISTING,Batch 5
Ambisonic encoding,Psychoacoustics,EXISTING,Batch 5
Ambisonic decoding,Psychoacoustics,EXISTING,Batch 5
Sound-field rotation,Psychoacoustics,EXISTING,Batch 5
Sound-field translation,Psychoacoustics,EXISTING,Batch 5
Scene-based audio,Psychoacoustics,EXISTING,Batch 5
Bed channels,Psychoacoustics,EXISTING,Batch 5
Audio objects,Psychoacoustics,EXISTING,Batch 5
Metadata-driven rendering,Psychoacoustics,EXISTING,Batch 5
Distance-based amplitude panning,Psychoacoustics,EXISTING,Batch 5
Higher-order spatial aliasing,Psychoacoustics,EXISTING,Batch 5
Elevation channels,Psychoacoustics,EXISTING,Batch 5
Height localization,Psychoacoustics,EXISTING,Batch 5
Downmixing,Psychoacoustics,EXISTING,Batch 5
Fold-down compatibility,Psychoacoustics,EXISTING,Batch 5
Binaural rendering of immersive mixes,Psychoacoustics,EXISTING,Batch 5
Measurement signal versus program material,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Reference calibration,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Accuracy versus precision,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Tolerance,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Measurement microphone calibration,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Random-incidence calibration,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Sound-level meter time weighting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Fast weighting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Slow weighting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Impulse weighting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Frequency weighting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
A weighting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
C weighting,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Peak sound pressure,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Dose,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Real-time analysis,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Fractional-octave analysis,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Constant-percentage bandwidth,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Constant-Hz bandwidth,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Fractional-octave smoothing,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Psychoacoustic smoothing,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Time averaging,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Frequency-response measurement,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Reference-channel delay,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Spectrograph,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Wavelet spectrogram,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Group-delay plot,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Excess-phase plot,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Minimum-phase derivation,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Windowing an impulse response,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Gating reflections,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Near-field loudspeaker measurement,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Merging near-field and far-field responses,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Polar measurement,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Directivity balloon,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Spinorama-style data,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Balloon interpolation,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Measurement noise floor,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Distortion measurement,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Multitone testing,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Maximum-length sequence measurement,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Transfer-function averaging,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Vector averaging,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Calibration offsets,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Measurement latency,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Clock mismatch during measurement,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Ringing out a system,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Feedback loop gain,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Feedback stability margin,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Open-loop versus closed-loop behavior,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Microphone-loudspeaker geometry,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Uniformity,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
Directivity control,"Audio Electrical, Networking & Systems Concepts",NEW,Batch 5
