term,subject,landing_topic,status,source_batch
Directivity discontinuity,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Directivity mismatch,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Directivity narrowing,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Directivity sonogram,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Directivity spectrogram,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Enclosure compliance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
End-fire subwoofer array,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Exponential horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Flare constant,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Flare rate,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Front-loaded horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Gradient loudspeaker,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Higher-order horn mode,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Horn cutoff frequency,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Horn honk,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Horn mouth,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Horn throat,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Hyperbolic horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Hyperbolic-exponential horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Isobaric enclosure,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Linkwitz transform,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mantaray horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mass-loaded transmission line,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mouth circumference,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mouth diffraction,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mouth reflection,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mouth termination,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Multicellular horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Oblate spheroidal waveguide,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Open baffle,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Organ-pipe resonance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Passive-radiator alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Passive-radiator compliance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Passive-radiator excursion,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Passive-radiator mass,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Phase center,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Pipe resonance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Polar map,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Pole vent,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Port Mach number,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Port acoustic resistance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Port air mass,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Port chuffing,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Port compression,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Port end correction,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Port turbulence,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
QB3 alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Qtc,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Quarter-wave enclosure,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Quasi-Butterworth alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Radial phase plug,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Rear-loaded horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Resistive vent,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
SBB4 alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
SBIR,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Shaded array,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Steered array,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat aperture,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat distortion,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat impedance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat reactance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat reflection,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat resistance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Total enclosure Q,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Tractrix horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Under-spider vent,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Variovent,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Vent resonance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Vented-box alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Vertical lobing,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Virtual source,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Voigt pipe,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Waveguide loading,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Acoustic suspension,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Air-gap flux density,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Aluminum cone,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Annular diaphragm,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Areal mass,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Asymmetric magnetic circuit,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
BL product,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
BL(i),Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
BL(x),Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Balanced dome,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Bell mode,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Bending stiffness,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Beryllium diaphragm,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Bottoming,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Breakup frequency,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Buckling,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Carbon fiber cone,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Ceramic-metal composite,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Compliance corner,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Compliance modulation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Compliance nonlinearity,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Compliance ratio,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Composite cone,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Compression diaphragm,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Cone treatment,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Current-dependent force factor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Current-dependent inductance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Demagnetization,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Demodulation ring,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Diamond diaphragm,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Diamond-like carbon coating,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Diaphragm anisotropy,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Diaphragm mass,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Diaphragm piston region,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Diaphragm rocking,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Differential-drive motor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Dipole cancellation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Dipole null,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Dipole peak,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Displacement limit,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Displacement-limited output,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Dome,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Dual-gap motor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Dynamic DC displacement,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Dynamic voice-coil position,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Eddy current,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Eddy-current brake,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Effective radiating area,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Effective radiating diameter,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Electrodynamic motor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Enclosed-air stiffness,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Equal-hung voice coil,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Equivalent compliance volume,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Fabric dome,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Faraday ring,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Fatigue life,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Ferrite magnet,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Flexural rigidity,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Flux density distribution,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Flux modulation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Flux stabilization,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Force factor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Graphene diaphragm,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Honeycomb core,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Inductance asymmetry,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Inductance modulation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Instantaneous displacement,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Inverted dome,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Kevlar cone,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Kms,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Kms(x),Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Long-coil motor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Lossy coating,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Magnesium cone,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Magnet gap,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Magnet thermal resistance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
Magnetic circuit,Transducer Engineering (Mics & Loudspeakers),Loudspeaker Types & Drivers,EXISTING,Batch 4
